1809260002,7L1RLL 68b1e3af5f,AA7US 423509cfdc,CT2IWW 72e7374cdf,DF2JP bfcd28fe6b,DK7FC c11b6d3748,DL4DTL 309ea008df,EA8BVP1 02e91e207f,EA8BVP2 6286bfee04,F6BAZ 3f4737b88f,G0MQW1 174619389b,G0MQW2 c4b16efc5d,G0MQW3 6a1edc2691,G3VYZ1 8928a0c209,G3VYZ2 025fb0e790,G3VYZ3 c1f36a8886,G3YXM-600m 42b2ca0f50,G3ZJO db050902af,G4IOG-1 f839cc3e4e,G4IOG-2 fa66de9be5,G4JVF 73dbcf06a9,G6AVK 174c3d9af3,G6NHU 4ed74f7368,GJ7RWT 2832917c86,KL7L 0ebeba9e58,LA5GOA af1a734474,N2NXZ 898a344b66,OK1FCX 806ac586ec,ON4CDJ ca4e732d84,PA2OHH-30m 10db503170,PA2OHH-40m 9e60132647,S52AS eb6912e00f,SA6BSS1 e5976eb70c,SA6BSS2 a626e1c1b8,SA6BSS3 0f8fb05d61,VA3ROM d41d8cd98f,VE1VDM fe7f63420a,VE3GTC a19ca38e5c,VK3EDW f4b3d214f6,VK2DDI 895372d28b,VE7IGH ae3bd544e5,WD4AH 29b1a9b2cd,WD4ELG-20 501f613abd,WD4ELG-30 79e21d4058,WD4ELG-40 f7e5493043,WD4ELG-80 521a54b2ee,WD4ELG-160 182e50dbd6,W4HBK1 307da7ba03,W4HBK2 4c8251e969,WA5DJJ-10m a5e8671525,WA5DJJ-12m a3d8318e23,WA5DJJ-15m 62bfe9b63a,WA5DJJ-17m 11507e7aa0,WA5DJJ-20m d86b685886,WA5DJJ-30m d002f8f11b,WA5DJJ-40m 464cc7692a,WA5DJJ-60m 2514b4e07e,WA5DJJ-80m 8787721cb5,WA5DJJ-160m e4030d933b,WA5DJJ-630m 008a6a7382,ZL2IK1 83e6ba051a,ZL2IK2 5522b9cdc3
1809260012,7L1RLL c696c5400f,AA7US 423509cfdc,CT2IWW 72e7374cdf,DF2JP d41d8cd98f,DK7FC 8f4de5c6ec,DL4DTL 61cd2c18d7,EA8BVP1 0aeadff15e,EA8BVP2 6286bfee04,F6BAZ 3f4737b88f,G0MQW1 3dd524903b,G0MQW2 b85a180a7f,G0MQW3 6a1edc2691,G3VYZ1 d278f5ec5e,G3VYZ2 77d631c491,G3VYZ3 7347832b6e,G3YXM-600m 01114694e2,G3ZJO db050902af,G4IOG-1 f839cc3e4e,G4IOG-2 fa66de9be5,G4JVF 3d5c8b147d,G6AVK 174c3d9af3,G6NHU 4ed74f7368,GJ7RWT 2832917c86,KL7L 40eefe38bc,LA5GOA af1a734474,N2NXZ 898a344b66,OK1FCX 78f2615eb1,ON4CDJ ca4e732d84,PA2OHH-30m 10db503170,PA2OHH-40m 9e60132647,S52AS eb6912e00f,SA6BSS1 30480a8c7c,SA6BSS2 95ba32d24b,SA6BSS3 267c71b78b,VA3ROM d41d8cd98f,VE1VDM fe7f63420a,VE3GTC 689b4804bd,VK3EDW 88b04ad12f,VK2DDI 895372d28b,VE7IGH 63c7745cc5,WD4AH 1ae9f80dbd,WD4ELG-20 046eee5901,WD4ELG-30 eeab623f4b,WD4ELG-40 1496b3035a,WD4ELG-80 57a285f6b1,WD4ELG-160 6c846a140a,W4HBK1 0deeb58c7e,W4HBK2 4c8251e969,WA5DJJ-10m a5e8671525,WA5DJJ-12m a3d8318e23,WA5DJJ-15m 62bfe9b63a,WA5DJJ-17m 11507e7aa0,WA5DJJ-20m d86b685886,WA5DJJ-30m d002f8f11b,WA5DJJ-40m ab0c867221,WA5DJJ-60m 2514b4e07e,WA5DJJ-80m 53f5f523f0,WA5DJJ-160m d7110e19cc,WA5DJJ-630m 9dff212c61,ZL2IK1 19cec91396,ZL2IK2 5522b9cdc3
1809260022,7L1RLL edddf06f25,AA7US 423509cfdc,CT2IWW 72e7374cdf,DF2JP bfcd28fe6b,DK7FC ec55da3839,DL4DTL 60019aa332,EA8BVP1 9907e4d0fb,EA8BVP2 6286bfee04,F6BAZ 3f4737b88f,G0MQW1 2b8995f503,G0MQW2 1ffe01117b,G0MQW3 6a1edc2691,G3VYZ1 d925b81f83,G3VYZ2 9dc8f75c54,G3VYZ3 fb7f0ede41,G3YXM-600m c4c85f0254,G3ZJO db050902af,G4IOG-1 f839cc3e4e,G4IOG-2 fa66de9be5,G4JVF 97ad51c57f,G6AVK 174c3d9af3,G6NHU 4ed74f7368,GJ7RWT 2832917c86,KL7L c88d33ca30,LA5GOA 020d5c4ca3,N2NXZ 898a344b66,OK1FCX 1537f6a97c,ON4CDJ a0f4a88ee7,PA2OHH-30m 10db503170,PA2OHH-40m 9e60132647,S52AS 3ab0081b83,SA6BSS1 42f435d245,SA6BSS2 dac181fdb6,SA6BSS3 13876c26e0,VA3ROM d41d8cd98f,VE1VDM fe7f63420a,VE3GTC 6818fde10d,VK3EDW 4809c8a96f,VK2DDI 895372d28b,VE7IGH 63c7745cc5,WD4AH 31c42a8cc3,WD4ELG-20 c5a91466ea,WD4ELG-30 ad1af7b700,WD4ELG-40 76fb9058f1,WD4ELG-80 436967ffdf,WD4ELG-160 03599b37ac,W4HBK1 06b146c46b,W4HBK2 4c8251e969,WA5DJJ-10m a3e26ceb19,WA5DJJ-12m c276a55415,WA5DJJ-15m c005ac94c6,WA5DJJ-17m 92d63bd6d2,WA5DJJ-20m 9173c4524f,WA5DJJ-30m 2c3d00a6d8,WA5DJJ-40m ab0c867221,WA5DJJ-60m 2514b4e07e,WA5DJJ-80m 53f5f523f0,WA5DJJ-160m d7110e19cc,WA5DJJ-630m 9dff212c61,ZL2IK1 38f7a34605,ZL2IK2 5522b9cdc3
1809260552,7L1RLL 41008155ca,AA7US 423509cfdc,CT2IWW 72e7374cdf,DF2JP bfcd28fe6b,DK7FC c13aa8b2a2,DL4DTL f0c6d621dc,EA8BVP1 ac2cfc703e,EA8BVP2 b2410ed523,F6BAZ 3f4737b88f,G0MQW1 edb1b92ad8,G0MQW2 69f50c2cce,G0MQW3 6a1edc2691,G3VYZ1 f363ccdd8a,G3VYZ2 01c80bd988,G3VYZ3 3c29486b94,G3YXM-600m 7f6dd5037a,G3ZJO db050902af,G4IOG-1 f839cc3e4e,G4IOG-2 fa66de9be5,G4JVF 66933c3f0b,G6AVK 174c3d9af3,G6NHU 4ed74f7368,GJ7RWT 2832917c86,KL7L 15bf63c776,LA5GOA be87157b38,N2NXZ 898a344b66,N8NJ cca5cec90e,OK1FCX a7e2f9cc07,ON4CDJ 84daf6ded3,PA2OHH-30m 10db503170,PA2OHH-40m 32f7da07c3,S52AS 9d70b5b7f5,SA6BSS1 122c37a684,SA6BSS2 8924ecbbba,SA6BSS3 f912b2f6bd,VA3ROM d41d8cd98f,VE1VDM fe7f63420a,VE3GTC 2b89577933,VK3EDW c13e3ae789,VK2DDI 895372d28b,VE7IGH 2504759c5c,WD4AH 1416ad3d03,WD4ELG-20 659fc16b3c,WD4ELG-30 322bbbb502,WD4ELG-40 e7cee2156f,WD4ELG-80 08ac7beed7,WD4ELG-160 2f69b66dc6,W4HBK1 68642bbfdd,W4HBK2 805fde2845,WA5DJJ-10m 4722c74379,WA5DJJ-12m 34d3c2afea,WA5DJJ-15m 02d34e4aed,WA5DJJ-17m 57a0fd5eec,WA5DJJ-20m d6a5ae14c9,WA5DJJ-30m 2ea3cc5035,WA5DJJ-40m 849f9a438e,WA5DJJ-60m 2514b4e07e,WA5DJJ-80m 2d0d60338d,WA5DJJ-160m a2852609c3,WA5DJJ-630m 972d241797,ZL2IK1 8851ede5fd,ZL2IK2 6722dfbc1c
1809260602,7L1RLL 8534310f30,AA7US 423509cfdc,CT2IWW 72e7374cdf,DF2JP bfcd28fe6b,DK7FC a523c27c68,DL4DTL f583e35cc4,EA8BVP1 e96bc9d93d,EA8BVP2 fa1bd81802,F6BAZ 3f4737b88f,G0MQW1 0357a24d57,G0MQW2 ef924476bf,G0MQW3 6a1edc2691,G3VYZ1 5178b9b1e4,G3VYZ2 1c2d46efe7,G3VYZ3 2bdba75642,G3YXM-600m 02e647bdcf,G3ZJO db050902af,G4IOG-1 f839cc3e4e,G4IOG-2 fa66de9be5,G4JVF 66933c3f0b,G6AVK 174c3d9af3,G6NHU 4ed74f7368,GJ7RWT 2832917c86,KL7L 81489747cd,LA5GOA be87157b38,N2NXZ 898a344b66,N8NJ bad3e4d76a,OK1FCX a5d6d242fb,ON4CDJ 764b74f7fd,PA2OHH-30m 10db503170,PA2OHH-40m 32f7da07c3,S52AS 9d70b5b7f5,SA6BSS1 c703f8cf84,SA6BSS2 09331ebb7d,SA6BSS3 dac85e1b51,VA3ROM d41d8cd98f,VE1VDM fe7f63420a,VE3GTC 7bb013f455,VK3EDW 73866dd389,VK2DDI 895372d28b,VE7IGH a57bd7034c,WD4AH 5f4c27a5f4,WD4ELG-20 e8a4f1355c,WD4ELG-30 028aed9c1b,WD4ELG-40 c65e33ca09,WD4ELG-80 befbb9963f,WD4ELG-160 1baf7af071,W4HBK1 1ca6d4999b,W4HBK2 3f058dbc0f,WA5DJJ-10m 2e59c64b97,WA5DJJ-12m 04f90754cd,WA5DJJ-15m 0976c30e52,WA5DJJ-17m 6eb32abb6a,WA5DJJ-20m 72411196ec,WA5DJJ-30m a04d7f42d1,WA5DJJ-40m 849f9a438e,WA5DJJ-60m 2514b4e07e,WA5DJJ-80m 2d0d60338d,WA5DJJ-160m a2852609c3,WA5DJJ-630m 972d241797,ZL2IK1 d5413d6302,ZL2IK2 bab83145f9
1809260612,7L1RLL 4d8b234fa0,AA7US 423509cfdc,CT2IWW 72e7374cdf,DF2JP bfcd28fe6b,DK7FC b03c158303,DL4DTL 1f052ba3f6,EA8BVP1 e89aa97708,EA8BVP2 fa1bd81802,F6BAZ 3f4737b88f,G0MQW1 0e88ae1ab7,G0MQW2 ddf1115737,G0MQW3 6a1edc2691,G3VYZ1 86d9ed8e85,G3VYZ2 96c7ffc6da,G3VYZ3 ab0ade488e,G3YXM-600m d1bad935f9,G3ZJO db050902af,G4IOG-1 f839cc3e4e,G4IOG-2 fa66de9be5,G4JVF 66933c3f0b,G6AVK 174c3d9af3,G6NHU 4ed74f7368,GJ7RWT 2832917c86,KL7L 1bb5ed9c2c,LA5GOA 6f9ef696de,N2NXZ 898a344b66,N8NJ 440a46cda4,OK1FCX f4689b5df4,ON4CDJ 764b74f7fd,PA2OHH-30m 10db503170,PA2OHH-40m 32f7da07c3,S52AS 9d70b5b7f5,SA6BSS1 57410d98a6,SA6BSS2 2916fa3b58,SA6BSS3 a327042f11,VA3ROM d41d8cd98f,VE1VDM fe7f63420a,VE3GTC df809331ab,VK3EDW 364eddc90c,VK2DDI 895372d28b,VE7IGH a57bd7034c,WD4AH bb6a7a3e48,WD4ELG-20 c29545675a,WD4ELG-30 6e56d0f933,WD4ELG-40 9be087e51d,WD4ELG-80 7e87ebe695,WD4ELG-160 fa5a7c4a90,W4HBK1 d2a13142df,W4HBK2 3f058dbc0f,WA5DJJ-10m 2e59c64b97,WA5DJJ-12m 04f90754cd,WA5DJJ-15m 0976c30e52,WA5DJJ-17m 6eb32abb6a,WA5DJJ-20m 72411196ec,WA5DJJ-30m a04d7f42d1,WA5DJJ-40m 96bb911786,WA5DJJ-60m 2514b4e07e,WA5DJJ-80m 1cbe6b2e39,WA5DJJ-160m 68f41f3a00,WA5DJJ-630m 65247ae7d3,ZL2IK1 e05362aece,ZL2IK2 bab83145f9
1809260622,7L1RLL 0da2d4d66f,AA7US 423509cfdc,CT2IWW 72e7374cdf,DF2JP bfcd28fe6b,DK7FC 24c4b2390a,DL4DTL 918208b653,EA8BVP1 f78afdd74d,EA8BVP2 fa1bd81802,F6BAZ 3f4737b88f,G0MQW1 ddcbbdffb8,G0MQW2 e30c492910,G0MQW3 6a1edc2691,G3VYZ1 4987b544b3,G3VYZ2 70a065bc8f,G3VYZ3 72aaae902c,G3YXM-600m d0c146fd14,G3ZJO db050902af,G4IOG-1 f839cc3e4e,G4IOG-2 fa66de9be5,G4JVF 66933c3f0b,G6AVK 174c3d9af3,G6NHU 4ed74f7368,GJ7RWT 2832917c86,KL7L c04c13bc41,LA5GOA 6f9ef696de,N2NXZ 898a344b66,N8NJ 29b34a3fa4,OK1FCX dee9b38f6f,ON4CDJ 3f5cdf9344,PA2OHH-30m 10db503170,PA2OHH-40m 32f7da07c3,S52AS 9d70b5b7f5,SA6BSS1 933e796f41,SA6BSS2 3bd0fe8e58,SA6BSS3 50dbff4d9b,VA3ROM d41d8cd98f,VE1VDM fe7f63420a,VE3GTC 395c4574da,VK3EDW f4bb8fcb52,VK2DDI d41d8cd98f,VE7IGH a57bd7034c,WD4AH f6b3e53888,WD4ELG-20 b9605bca16,WD4ELG-30 d91e9005e7,WD4ELG-40 c949956ae6,WD4ELG-80 f090fac28c,WD4ELG-160 dcbb44c442,W4HBK1 2c269da48b,W4HBK2 3f058dbc0f,WA5DJJ-10m 23baeea2e1,WA5DJJ-12m 2fb247c53b,WA5DJJ-15m c630023e30,WA5DJJ-17m 969325f7a0,WA5DJJ-20m 0ec3921cb7,WA5DJJ-30m 1d9bdb1468,WA5DJJ-40m 96bb911786,WA5DJJ-60m 2514b4e07e,WA5DJJ-80m 1cbe6b2e39,WA5DJJ-160m 68f41f3a00,WA5DJJ-630m 65247ae7d3,ZL2IK1 bc5444b45d,ZL2IK2 bab83145f9
1809260632,7L1RLL 6a424551f8,AA7US 423509cfdc,CT2IWW 72e7374cdf,DF2JP bfcd28fe6b,DK7FC ec94708517,DL4DTL a2bca438c7,EA8BVP1 28d78b5413,EA8BVP2 101dddb0e1,F6BAZ 3f4737b88f,G0MQW1 a8859ebbe2,G0MQW2 b7fe25489b,G0MQW3 6a1edc2691,G3VYZ1 7e40734fbf,G3VYZ2 afba36da09,G3VYZ3 1c19c9c78a,G3YXM-600m 5df18c5062,G3ZJO db050902af,G4IOG-1 f839cc3e4e,G4IOG-2 fa66de9be5,G4JVF 66933c3f0b,G6AVK 174c3d9af3,G6NHU 4ed74f7368,GJ7RWT 2832917c86,KL7L be36feccb5,LA5GOA a8d3dfd40d,N2NXZ 898a344b66,N8NJ bc627514e7,OK1FCX 17754416f8,ON4CDJ 3f5cdf9344,PA2OHH-30m 10db503170,PA2OHH-40m 32f7da07c3,S52AS 9d70b5b7f5,SA6BSS1 933e796f41,SA6BSS2 d2fbdd87d3,SA6BSS3 ebc7e54196,VA3ROM d41d8cd98f,VE1VDM fe7f63420a,VE3GTC d373fdc6cc,VK3EDW 4986486c01,VK2DDI 895372d28b,VE7IGH a57bd7034c,WD4AH 64dec2dbec,WD4ELG-20 1bc4f095d3,WD4ELG-30 aaf8e81a54,WD4ELG-40 30c6c4707b,WD4ELG-80 8fe8a23801,WD4ELG-160 348c83f9ef,W4HBK1 4466bade38,W4HBK2 69071315a5,WA5DJJ-10m 23baeea2e1,WA5DJJ-12m 2fb247c53b,WA5DJJ-15m c630023e30,WA5DJJ-17m 969325f7a0,WA5DJJ-20m 0ec3921cb7,WA5DJJ-30m 1d9bdb1468,WA5DJJ-40m 9473803fa8,WA5DJJ-60m 2514b4e07e,WA5DJJ-80m 85b1d705be,WA5DJJ-160m 21c4f45d2c,WA5DJJ-630m 208384f862,ZL2IK1 8454fa187e,ZL2IK2 125906261c
1809260642,7L1RLL 2cdefab7fb,AA7US 423509cfdc,CT2IWW 72e7374cdf,DF2JP d41d8cd98f,DK7FC 152a5f39b0,DL4DTL 653b4d92a7,EA8BVP1 4eb062245c,EA8BVP2 101dddb0e1,F6BAZ 3f4737b88f,G0MQW1 f60560ee90,G0MQW2 f46bdea66c,G0MQW3 6a1edc2691,G3VYZ1 eec26875f0,G3VYZ2 74c72243f0,G3VYZ3 65f1a70e2a,G3YXM-600m 8add4e2341,G3ZJO db050902af,G4IOG-1 f839cc3e4e,G4IOG-2 fa66de9be5,G4JVF 66933c3f0b,G6AVK 174c3d9af3,G6NHU 4ed74f7368,GJ7RWT 2832917c86,KL7L 2feaaf6632,LA5GOA a8d3dfd40d,N2NXZ 898a344b66,N8NJ ee5483baa3,OK1FCX 0287c0b8f9,ON4CDJ b1ee7436e8,PA2OHH-30m 10db503170,PA2OHH-40m 32f7da07c3,S52AS 9d70b5b7f5,SA6BSS1 933e796f41,SA6BSS2 cde93ca369,SA6BSS3 bd3cd1d9fe,VA3ROM d41d8cd98f,VE1VDM fe7f63420a,VE3GTC d41d8cd98f,VK3EDW d2216123ac,VK2DDI 895372d28b,VE7IGH a57bd7034c,WD4AH 9b4186cb8e,WD4ELG-20 aeef2de8a5,WD4ELG-30 f0c1b24f00,WD4ELG-40 4151e90299,WD4ELG-80 c52999deb1,WD4ELG-160 bacee8af58,W4HBK1 1412462d47,W4HBK2 69071315a5,WA5DJJ-10m 8ee2ffcf03,WA5DJJ-12m 97146ed385,WA5DJJ-15m 1b32551f23,WA5DJJ-17m 06f636032b,WA5DJJ-20m b365d43e51,WA5DJJ-30m 76de058a76,WA5DJJ-40m 9473803fa8,WA5DJJ-60m 2514b4e07e,WA5DJJ-80m 85b1d705be,WA5DJJ-160m 21c4f45d2c,WA5DJJ-630m 208384f862,ZL2IK1 3a63b88659,ZL2IK2 125906261c
1809260652,7L1RLL 6db03d59f1,AA7US 423509cfdc,CT2IWW 72e7374cdf,DF2JP bfcd28fe6b,DK7FC 2bd48847ce,DL4DTL 05d843342c,EA8BVP1 4716fd1780,EA8BVP2 101dddb0e1,F6BAZ 3f4737b88f,G0MQW1 26767a32ac,G0MQW2 f46bdea66c,G0MQW3 6a1edc2691,G3VYZ1 6d01df3210,G3VYZ2 3fe90c680f,G3VYZ3 b34c689d80,G3YXM-600m 49d825e97f,G3ZJO db050902af,G4IOG-1 f839cc3e4e,G4IOG-2 fa66de9be5,G4JVF 66933c3f0b,G6AVK 174c3d9af3,G6NHU 4ed74f7368,GJ7RWT 2832917c86,KL7L e6229064ed,LA5GOA cced211464,N2NXZ 898a344b66,N8NJ 0e2e3f58d1,OK1FCX fe459b5e9a,ON4CDJ b1ee7436e8,PA2OHH-30m 10db503170,PA2OHH-40m 153d16cb0a,S52AS 9d70b5b7f5,SA6BSS1 933e796f41,SA6BSS2 b36833f6d9,SA6BSS3 cdce750498,VA3ROM d41d8cd98f,VE1VDM fe7f63420a,VE3GTC aae09792fa,VK3EDW 3167277350,VK2DDI 895372d28b,VE7IGH a57bd7034c,WD4AH 9bb684824d,WD4ELG-20 4b9d4120de,WD4ELG-30 d0c6dfd31b,WD4ELG-40 58bed12ec1,WD4ELG-80 f8a27219a0,WD4ELG-160 00640c472d,W4HBK1 ba2534dfbd,W4HBK2 69071315a5,WA5DJJ-10m 8ee2ffcf03,WA5DJJ-12m 97146ed385,WA5DJJ-15m 1b32551f23,WA5DJJ-17m 06f636032b,WA5DJJ-20m b365d43e51,WA5DJJ-30m 76de058a76,WA5DJJ-40m 8a70e6db92,WA5DJJ-60m 2514b4e07e,WA5DJJ-80m e892223b6e,WA5DJJ-160m ad4b9ea49c,WA5DJJ-630m 84f3931787,ZL2IK1 07b2a19230,ZL2IK2 125906261c
1809260702,7L1RLL 6ca842817c,AA7US 423509cfdc,CT2IWW 72e7374cdf,DF2JP bfcd28fe6b,DK7FC f06aa23a4f,DL4DTL 829a928c1a,EA8BVP1 5419ce0113,EA8BVP2 a958ecc1f6,F6BAZ 3f4737b88f,G0MQW1 42e8f57130,G0MQW2 b425c3db57,G0MQW3 6a1edc2691,G3VYZ1 49d799c772,G3VYZ2 b92b15391a,G3VYZ3 2e7bc4168c,G3YXM-600m c7620a8904,G3ZJO db050902af,G4IOG-1 f839cc3e4e,G4IOG-2 fa66de9be5,G4JVF 66933c3f0b,G6AVK 174c3d9af3,G6NHU 4ed74f7368,GJ7RWT 2832917c86,KL7L 0740ed1653,LA5GOA cced211464,N2NXZ 898a344b66,N8NJ b65aa40c56,OK1FCX 982e876913,ON4CDJ 9108fa8bc2,PA2OHH-30m 10db503170,PA2OHH-40m 153d16cb0a,S52AS 9d70b5b7f5,SA6BSS1 933e796f41,SA6BSS2 f5a99e0982,SA6BSS3 d706843da3,VA3ROM d41d8cd98f,VE1VDM fe7f63420a,VE3GTC 3bbd6bee97,VK3EDW 2f3ebc560d,VK2DDI 895372d28b,VE7IGH 3ab533d415,WD4AH 549c4852f1,WD4ELG-20 06ce10f75e,WD4ELG-30 7973aad310,WD4ELG-40 d65cf2c55d,WD4ELG-80 2de5e7a334,WD4ELG-160 3a2b4158b3,W4HBK1 25ae245899,W4HBK2 9dc03daa62,WA5DJJ-10m 81da09e147,WA5DJJ-12m 58e6259843,WA5DJJ-15m c3e6ae8ad3,WA5DJJ-17m 9af895beff,WA5DJJ-20m 6a8d768b5b,WA5DJJ-30m 25168828b0,WA5DJJ-40m 8a70e6db92,WA5DJJ-60m 2514b4e07e,WA5DJJ-80m e892223b6e,WA5DJJ-160m ad4b9ea49c,WA5DJJ-630m 84f3931787,ZL2IK1 bfaac085e5,ZL2IK2 983973686b
1809260712,7L1RLL 641f4bc212,AA7US 423509cfdc,CT2IWW 72e7374cdf,DF2JP bfcd28fe6b,DK7FC 52e1cde149,DL4DTL 86bcfc4a67,EA8BVP1 74330e4aa6,EA8BVP2 a958ecc1f6,F6BAZ 3f4737b88f,G0MQW1 de5e842d2e,G0MQW2 e3a90fb7bd,G0MQW3 6a1edc2691,G3VYZ1 34b6d523e4,G3VYZ2 f67c3cadb5,G3VYZ3 221a234a61,G3YXM-600m 16bc78f664,G3ZJO db050902af,G4IOG-1 f839cc3e4e,G4IOG-2 fa66de9be5,G4JVF 66933c3f0b,G6AVK 174c3d9af3,G6NHU 4ed74f7368,GJ7RWT 2832917c86,KL7L 0a9f0983e2,LA5GOA 11c14308f8,N2NXZ 898a344b66,N8NJ 22af97b88e,OK1FCX c722fa4611,ON4CDJ 9108fa8bc2,PA2OHH-30m 10db503170,PA2OHH-40m 153d16cb0a,S52AS 9d70b5b7f5,SA6BSS1 933e796f41,SA6BSS2 e1985d585d,SA6BSS3 ba8baa5886,VA3ROM d41d8cd98f,VE1VDM fe7f63420a,VE3GTC d41d8cd98f,VK3EDW d8fe305ec4,VK2DDI 895372d28b,VE7IGH 3ab533d415,WD4AH eaa9614507,WD4ELG-20 5a7b97c492,WD4ELG-30 d41d5bcb69,WD4ELG-40 7a8832e531,WD4ELG-80 3735618520,WD4ELG-160 2ebd82cd02,W4HBK1 b434b3a6e8,W4HBK2 9dc03daa62,WA5DJJ-10m 81da09e147,WA5DJJ-12m 58e6259843,WA5DJJ-15m c3e6ae8ad3,WA5DJJ-17m 9af895beff,WA5DJJ-20m 6a8d768b5b,WA5DJJ-30m 25168828b0,WA5DJJ-40m d2a3457f4f,WA5DJJ-60m 2514b4e07e,WA5DJJ-80m fe6d532207,WA5DJJ-160m 0dccdb1b5a,WA5DJJ-630m f337922193,ZL2IK1 0a76290c74,ZL2IK2 983973686b
1809260722,7L1RLL d0e6dd0104,AA7US 423509cfdc,CT2IWW 72e7374cdf,DF2JP bfcd28fe6b,DK7FC 8716735fc2,DL4DTL d687f156e9,EA8BVP1 ae9f20ae04,EA8BVP2 a958ecc1f6,F6BAZ 3f4737b88f,G0MQW1 be8b09a03e,G0MQW2 13c10bd9c9,G0MQW3 6a1edc2691,G3VYZ1 2eb0863b82,G3VYZ2 6b689c4c15,G3VYZ3 2a7a8a2686,G3YXM-600m 7628869dae,G3ZJO db050902af,G4IOG-1 f839cc3e4e,G4IOG-2 fa66de9be5,G4JVF 66933c3f0b,G6AVK 174c3d9af3,G6NHU 4ed74f7368,GJ7RWT 2832917c86,KL7L 0402764a88,LA5GOA 11c14308f8,N2NXZ 898a344b66,N8NJ 22cb5d072e,OK1FCX 4e4a1f887c,ON4CDJ 46bb8f97ad,PA2OHH-30m 10db503170,PA2OHH-40m 153d16cb0a,S52AS 9d70b5b7f5,SA6BSS1 933e796f41,SA6BSS2 84306a85e5,SA6BSS3 3ab2167b52,VA3ROM d41d8cd98f,VE1VDM fe7f63420a,VE3GTC dd513bfc1d,VK3EDW 3cc9f02cfa,VK2DDI d41d8cd98f,VE7IGH 3ab533d415,WD4AH dfae28a204,WD4ELG-20 d3f50c46e2,WD4ELG-30 56d5948e52,WD4ELG-40 ca1c669de5,WD4ELG-80 ec8ea10677,WD4ELG-160 8700ce9e71,W4HBK1 1b0c9fd228,W4HBK2 9dc03daa62,WA5DJJ-10m 06642d3f68,WA5DJJ-12m c15a8eaf62,WA5DJJ-15m ef077d341a,WA5DJJ-17m 1a4146d0af,WA5DJJ-20m 5c37f4ef0d,WA5DJJ-30m 65f42a882b,WA5DJJ-40m d2a3457f4f,WA5DJJ-60m 2514b4e07e,WA5DJJ-80m fe6d532207,WA5DJJ-160m 0dccdb1b5a,WA5DJJ-630m f337922193,ZL2IK1 8c2ad6b3ec,ZL2IK2 983973686b
1809260732,7L1RLL dbbe7e9593,AA7US 423509cfdc,CT2IWW 72e7374cdf,DF2JP bfcd28fe6b,DK7FC 1486ba7951,DL4DTL 7429e59d23,EA8BVP1 63abc95bf5,EA8BVP2 aee2e6bf17,F6BAZ 3f4737b88f,G0MQW1 530051fedb,G0MQW2 a57109ca64,G0MQW3 6a1edc2691,G3VYZ1 1e4c1ce0a5,G3VYZ2 0dfdbdc1bb,G3VYZ3 072f67f741,G3YXM-600m 44e309fcf7,G3ZJO db050902af,G4IOG-1 f839cc3e4e,G4IOG-2 fa66de9be5,G4JVF 66933c3f0b,G6AVK 174c3d9af3,G6NHU 4ed74f7368,GJ7RWT 2832917c86,KL7L 2b4f768fab,LA5GOA bc3805259d,N2NXZ 898a344b66,N8NJ ed55c1c25c,OK1FCX 7ec408f0cb,ON4CDJ 46bb8f97ad,PA2OHH-30m 10db503170,PA2OHH-40m 153d16cb0a,S52AS 9d70b5b7f5,SA6BSS1 933e796f41,SA6BSS2 0c016b2198,SA6BSS3 be1872cc34,VA3ROM d41d8cd98f,VE1VDM fe7f63420a,VE3GTC 50da038c95,VK3EDW 23f2fd68ab,VK2DDI 895372d28b,VE7IGH 3ab533d415,WD4AH f33dac5d56,WD4ELG-20 edb676a96a,WD4ELG-30 10ec8350c1,WD4ELG-40 d19bcfb3dd,WD4ELG-80 bf8d52c730,WD4ELG-160 836460e294,W4HBK1 35e02854af,W4HBK2 5ff9051831,WA5DJJ-10m 06642d3f68,WA5DJJ-12m c15a8eaf62,WA5DJJ-15m ef077d341a,WA5DJJ-17m 1a4146d0af,WA5DJJ-20m 5c37f4ef0d,WA5DJJ-30m 65f42a882b,WA5DJJ-40m e285bc6bd1,WA5DJJ-60m 2514b4e07e,WA5DJJ-80m 5bbd14eecd,WA5DJJ-160m dbf7c252a7,WA5DJJ-630m 13f527a50e,ZL2IK1 6e67d54d2e,ZL2IK2 4ef5aab6a0
